Timestamp,"How do you pronounce ""both""?",What city do you consider yourself to be from?,"What state, province, or official national region do you consider yourself to be from?",What country are you from?,What is your postal or zip code?,Do you have any comments?
4/21/2011 13:28:05,"both: rhymes with oath and there is no ""L"" sound",Seattle,Washington,United States,98034,"Sometimes I say ""bowlth"" when I'm trying to fit in with lower-class types (i.e. quite often)"
4/22/2011 7:02:50,"both: rhymes with oath and there is no ""L"" sound",berkeley,CA,USA,94705,
4/22/2011 8:57:13,"both: rhymes with oath and there is no ""L"" sound",new york city,new jersey,usa,07071,
4/22/2011 12:33:17,"both: rhymes with oath and there is no ""L"" sound",Cleveland,Ohio,USA,44111,
4/22/2011 15:07:12,"both: rhymes with oath and there is no ""L"" sound",Vancouver,British Columbia,Canada,V5V 1M6,
4/22/2011 18:34:40,"both: rhymes with oath and there is no ""L"" sound",Dallas,TX,US,75056,
4/23/2011 6:56:49,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Portland,Oregon,USA,67205,I was told by people in Wichita that I'm saying it wrong...haha. 
4/23/2011 15:41:51,"both: rhymes with oath and there is no ""L"" sound","Santa Cruz, California",California,USA,95060,
4/23/2011 20:36:16,"both: rhymes with oath and there is no ""L"" sound","Drama School in Birmingham, UK","West Midlands, UK",England,"Dallas, TX 75209","I know many Brits from ""dahn Sahf"" who say ""boaf""; not just Cockneys, who famously drop their ""h""s and substitute ""f"" for ""th"". Come to think of it, many 'common' speakers in the Midlands do, too!
I think the most prevalent local pronunciation in my hometown of Coventry, is the sound of ""Z"" used for ""s"" (e.g.""We're gunna gerra buzz inta town"") So much so, that the local bus line uses ""Take The Buzz"", with a bee logo, as it's catchphrase!
lynne.richardson@sbcglobal.net"
4/24/2011 3:46:01,"both: rhymes with oath and there is no ""L"" sound","London, England",London ,Great Britain,07869,"I know Cockneys that say ""boaf"""
4/24/2011 10:13:00,"both: rhymes with oath and there is no ""L"" sound",Montreal,Quebec,Canada,E3B 3S7,
4/24/2011 14:59:13,"both: rhymes with oath and there is no ""L"" sound",New York City,NY,USA,94602,
4/25/2011 4:15:35,"both: rhymes with oath and there is no ""L"" sound",Niagara Falls ,Ontario,Canada,L2H 2V2,
4/25/2011 12:01:06,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,K9J 5G5,
4/25/2011 16:06:27,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",des moines,iowa,usa,50313,"I'm trying to pronounce it differently now, upon discovering most of my peers to be functionally illiterate."
4/26/2011 16:41:27,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Olympia,Washington,US,98502,
4/27/2011 11:13:37,"both: rhymes with oath and there is no ""L"" sound",Tucson,AZ,USA,95531,
4/27/2011 14:53:12,"both: rhymes with oath and there is no ""L"" sound",wilmington,il,usa,60481,"Whats up with the word wash?? There is no R is wash... it's not warsh, it's wash. Why can't people pronounce words like they are spelled?"
4/27/2011 18:42:20,"both: rhymes with oath and there is no ""L"" sound",new york,new york,usa,10583,
4/27/2011 23:10:12,"both: rhymes with oath and there is no ""L"" sound","Ashland, oregon",Northwest,USA ,95524,
4/28/2011 12:25:03,"both: rhymes with oath and there is no ""L"" sound",mexico mo,missouri,usa,65240,"why would anyone put an ""L"" sound in bolth ?"
4/30/2011 16:34:43,"both: rhymes with oath and there is no ""L"" sound",Great Neck NY,New York,USA,07748,
4/30/2011 19:08:03,"both: rhymes with oath and there is no ""L"" sound",portland,oregon,usa,98105,
5/2/2011 6:03:35,"both: rhymes with oath and there is no ""L"" sound","Lexington, KY",KY,USA,40502,
5/3/2011 12:09:35,"both: rhymes with oath and there is no ""L"" sound",Vatican City,Vatican City,Vatican City,015648 5t,
5/3/2011 12:35:10,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Denver, CO",Colorado,USA,80111,"I will occasionally* say ""both"" (without the /l/ sound), but not very often, and it usually sounds odd to me when I do."
5/4/2011 10:00:59,none of these,orange,california,Mexico,92868,
5/4/2011 13:09:02,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,California,USA,91335,"I work with a man from Nebraska who pronounces it ""bolth"". "
5/4/2011 16:53:15,"both: rhymes with oath and there is no ""L"" sound",Cedar Falls,Iowa,USA,55406,
5/5/2011 20:19:50,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Boston,Massachusetts,USA,20008,
5/5/2011 20:19:59,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Boston,Massachusetts,USA,20008,
5/6/2011 5:00:54,"both: rhymes with oath and there is no ""L"" sound",Boston,MA,USA,03755,"Neat idea, would love to be able to answer more and see answers."
5/6/2011 7:48:42,"both: rhymes with oath and there is no ""L"" sound","Bryn Athyn, PA",mid-atlantic - PA,USA,19009,"I have heard that people from Bryn Athyn often stump linguists because the culture there was/is so insular for the past 100 years.  It is the center of a small, obscure religion based on the writing of a philosopher/theologian, Emanuel Swedenborg.  I noticed growing up that I didn't talk like a typical person living just 20 miles from center city Philadelphia, who might say ""woodahr"" for ""water"", etc.  Have you heard of this place?"
5/6/2011 10:50:02,"both: rhymes with oath and there is no ""L"" sound","Pittsburgh, PA",Northeast,USA,15317,
5/6/2011 11:02:27,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,California,USA,91301,I never knew there was another way to pronounce it
5/6/2011 13:17:37,"both: rhymes with oath and there is no ""L"" sound","Natchitoches,",Louisiana,United State,70056,
5/6/2011 22:36:30,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Sacramento,California,United States,95747,
5/6/2011 23:05:55,"both: rhymes with oath and there is no ""L"" sound",Silverdale,Washington,USA,98383,
5/7/2011 0:43:24,"both: rhymes with oath and there is no ""L"" sound",Alpena,Michigan,USA,49707,"I don't know if my stating my hometown counts. I hear people pronounce it with an ""L"" all the time. Quite frankly, it drives me up a wall."
5/7/2011 16:33:43,"both: rhymes with oath and there is no ""L"" sound","Franklin, MA",Massachusetts,USA,02019,"I have never heard ""both"" pronounced differently"
5/8/2011 2:12:37,"both: rhymes with oath and there is no ""L"" sound",Dublin,Dublin,Ireland,County Dublin,
5/8/2011 19:08:40,"both: rhymes with oath and there is no ""L"" sound",montreal,quebec,canada,m9b2x2,
5/9/2011 6:53:15,"both: rhymes with oath and there is no ""L"" sound",swindon,wiltshire,england,L13 3EG,"""bowlth"" sounds like something a person from Bristol would say"
5/9/2011 22:21:28,"both: rhymes with oath and there is no ""L"" sound",memphis,tennessee,USA,38117,
5/10/2011 7:35:26,"both: rhymes with oath and there is no ""L"" sound",Indianapolis,Indiana,USA,46220,
5/11/2011 4:14:36,"both: rhymes with oath and there is no ""L"" sound","great falls, mt",montana,u.s.a.,59401,
5/11/2011 5:50:57,"both: rhymes with oath and there is no ""L"" sound","Pittsburgh, PA",Western Pennsylvania,USA,15217,never considered it could be pronounced otherwise!
5/11/2011 17:28:32,"both: rhymes with oath and there is no ""L"" sound",Wellington,North Island,New Zealand,6010,
5/12/2011 8:22:11,"both: rhymes with oath and there is no ""L"" sound",New York,New York,USA,10604,
5/12/2011 9:36:18,"both: rhymes with oath and there is no ""L"" sound",American Fork,UT,USA,84043,
5/12/2011 11:25:06,"both: rhymes with oath and there is no ""L"" sound",Sacramento,California,USA,95621,It is possible that my years as a telephone operator effected my pronunciation...
5/14/2011 6:17:47,"both: rhymes with oath and there is no ""L"" sound",Minneapolis,Minnesota,USA,75023,"It's pronounced ""boat"", don't ya know."
5/15/2011 20:41:53,"both: rhymes with oath and there is no ""L"" sound",Needham,MA,USA,01752,
5/16/2011 5:52:14,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,Pennsylvania,United States,20191,
5/16/2011 15:08:20,"both: rhymes with oath and there is no ""L"" sound",Lake Forest,Illinois,United States,60045,
5/16/2011 15:21:15,"both: rhymes with oath and there is no ""L"" sound",St. Paul,Minnesota,US,55112,
5/17/2011 15:22:52,"both: rhymes with oath and there is no ""L"" sound",Jellico,Tennessee,United States,37931,
5/17/2011 18:29:26,"both: rhymes with oath and there is no ""L"" sound",Philadelphia,PA,USA,18940,
5/17/2011 20:19:24,"both: rhymes with oath and there is no ""L"" sound",nyc,ny state,usa,11358,
5/18/2011 12:08:28,"both: rhymes with oath and there is no ""L"" sound",New York,New York,USA,05075,
5/19/2011 8:56:44,"both: rhymes with oath and there is no ""L"" sound","Quincy, IL",Virginia,USA,62360,
5/19/2011 17:03:08,"both: rhymes with oath and there is no ""L"" sound",Toronto,ontario,canada,m6a2r7,"going the way of almond, solder, and (oldestÉ) soldierÉ"
5/20/2011 3:19:31,"both: rhymes with oath and there is no ""L"" sound",Greer,South Carolina,USA,29651,
5/20/2011 10:48:32,"both: rhymes with oath and there is no ""L"" sound",Anderson,South Carolina,USA,29732,
5/20/2011 13:55:54,"both: rhymes with oath and there is no ""L"" sound",Los Angeles,California,United states,89410,
5/21/2011 9:02:59,"both: rhymes with oath and there is no ""L"" sound","San Diego, CA",San Diego/SoCal,U.S.,91942,
5/21/2011 13:15:18,"both: rhymes with oath and there is no ""L"" sound",Troy - Metro-Detroit area,Michigan,Oakland County,48098,
5/22/2011 8:53:30,"both: rhymes with oath and there is no ""L"" sound","lafayette, Louisiana",Cajun south Louisiana,USA,92119,"I've never heard 'bowlf, but I frequently hear 'boaf'."
5/23/2011 20:03:22,"both: rhymes with oath and there is no ""L"" sound",Birmingham,Midlands,England,b312sl,
5/23/2011 22:57:38,"both: rhymes with oath and there is no ""L"" sound","Hermiston, Oregon",Oregon,USA,97838,
5/24/2011 7:30:32,"both: rhymes with oath and there is no ""L"" sound",vancouver,B.C.,Canada,V5M1C2,
5/24/2011 20:28:40,"both: rhymes with oath and there is no ""L"" sound",San Francisco,California,USA,94112,"My father worked for the defense department of the US government. We moved often and lived in areas with relatively high military (thus, transient) populations. Heard all sorts of accents! I Two generations of my family came from the midwestern US, mostly Nebraska. I was born in Nebraska but we left when I was 6 months old. "
5/24/2011 21:24:59,"both: rhymes with oath and there is no ""L"" sound",Fort Worth,TX,United States,76111,
5/24/2011 21:32:43,"both: rhymes with oath and there is no ""L"" sound",NYC,"ithaca, NY",Korea,14850,
5/25/2011 5:08:57,"both: rhymes with oath and there is no ""L"" sound",Peoria,midwest eastern plains,united states,61604,"i think i have a melting pot dialect. wherever i am, people think i'm from somewhere else and no one guesses correctly. i' m told i have an accent here and i have lived here my whole life."
5/25/2011 19:39:25,"both: rhymes with oath and there is no ""L"" sound",altoona ,pennsylvania,usa,35758,
5/25/2011 19:42:41,"both: rhymes with oath and there is no ""L"" sound",Tomah,Wisconsin,United States of America,43420,
5/26/2011 12:21:36,"both: rhymes with oath and there is no ""L"" sound",Madison,Wisconsin,USA,45701,"Surprised to learn there exist any alternative pronunciations for this word. ""Bolth?"" Have never heard it."
5/27/2011 0:24:57,"both: rhymes with oath and there is no ""L"" sound",pueblo,colorado,united states,81006,
5/28/2011 10:42:19,"both: rhymes with oath and there is no ""L"" sound",Springfield Massachusetts,New England,USA,94901-3616,love way with words! :)
5/29/2011 13:31:51,"both: rhymes with oath and there is no ""L"" sound",New York,New York,USA,30564,
5/30/2011 8:49:09,"both: rhymes with oath and there is no ""L"" sound",Houston,Texas,US,75227,I lived in Pennsylvania for grade school so my pronunciation was affected by that.
5/30/2011 14:13:08,"both: rhymes with oath and there is no ""L"" sound","Midland, Texas",West Texas,USA,79701,
6/1/2011 5:33:13,"both: rhymes with oath and there is no ""L"" sound",Beattyville,KY,USA,41311,
6/1/2011 19:16:07,"both: rhymes with oath and there is no ""L"" sound",Seattle,Washington,U.S.,98042,
6/2/2011 9:58:07,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,P1P 1L1,
6/2/2011 18:16:41,"both: rhymes with oath and there is no ""L"" sound","Pittsburgh,",Pennsylvania,USA,15601,
6/4/2011 22:05:01,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Oklahoma City,Oklahoma,United States,73170,
6/5/2011 0:43:00,"both: rhymes with oath and there is no ""L"" sound","Southampton, UK",South of England,UK,SO45 1XB,
6/5/2011 3:17:44,"both: rhymes with oath and there is no ""L"" sound",London,London,England ,tw2 5qb,
6/5/2011 18:31:02,"both: rhymes with oath and there is no ""L"" sound",Kansas City,Missouri,USA,64119,
6/7/2011 12:30:11,"both: rhymes with oath and there is no ""L"" sound","Ottawa, Canada","Eastern Ontario, Canada",Canada,K1S 0Y7,
6/7/2011 14:31:17,"both: rhymes with oath and there is no ""L"" sound",Toronto,Southern Ontario,Canada,M5T1L4,
6/7/2011 14:43:24,"both: rhymes with oath and there is no ""L"" sound",Milwaukee,Wisconsin,USA,53211,"How could there possible be an ""L"" sound?"
6/8/2011 12:46:59,"both: rhymes with oath and there is no ""L"" sound",Anchorage,Alaska,USA,99501,
6/8/2011 22:12:01,"both: rhymes with oath and there is no ""L"" sound",austin,texas,usa,78702,
6/9/2011 0:03:46,"both: rhymes with oath and there is no ""L"" sound",Perth,Western Australia,Australia,6000,
6/9/2011 10:34:45,"both: rhymes with oath and there is no ""L"" sound",St. Louis,Midwest,USA,02478,
6/10/2011 22:01:08,"both: rhymes with oath and there is no ""L"" sound",Charlottetown,Prince Edward Island,Canada,K0A 1W0,I have never heard it pronounced another way.
6/11/2011 14:39:41,"both: rhymes with oath and there is no ""L"" sound",Atlanta,Georgia,United States,30327,I have never met anyone who says both with an L.
6/11/2011 15:06:52,"both: rhymes with oath and there is no ""L"" sound","Atlanta, GA",Georgia,USA,30342,
6/11/2011 16:01:38,"both: rhymes with oath and there is no ""L"" sound",hermiston,OR,USA,94610,
6/11/2011 22:17:33,"both: rhymes with oath and there is no ""L"" sound",Snellville,Georgia,USA,30078,
6/12/2011 14:34:35,"both: rhymes with oath and there is no ""L"" sound",Atlanta,Georgia,United States,30078,
6/12/2011 18:49:01,"both: rhymes with oath and there is no ""L"" sound",St. Louis,Missouri,USA,63130,
6/14/2011 13:18:34,"both: rhymes with oath and there is no ""L"" sound",Seattle,Pacific Northwest,USA,98335,"Have never heard of ""bowlth"" pronunciation. 
"
6/15/2011 22:09:51,"both: rhymes with oath and there is no ""L"" sound",Miami,Florida,United States,33030,
6/16/2011 1:06:36,"both: rhymes with oath and there is no ""L"" sound",denver,colorado,usa,80010,
6/16/2011 10:56:15,"both: rhymes with oath and there is no ""L"" sound",Seattle,Pacific Northwest,USA,98226,"I have been told I have a ""Pacific Northwest"" accent by others from around the US."
6/16/2011 19:25:50,"both: rhymes with oath and there is no ""L"" sound",superior,wi,usa,55433,
6/17/2011 2:34:16,"boaf: rhymes with ""oaf"" or ""loaf""",Sydney,NSW,Australia,2000,
6/17/2011 8:14:05,"both: rhymes with oath and there is no ""L"" sound",London,London,England,e1 3LQ,"Never occurred to me that there could be any other way to say it.

Anyone in England rhyming it with loaf would also say fink instead of think.
That tends to reflect a poorer education rather than a regional accent. "
6/17/2011 15:56:47,"both: rhymes with oath and there is no ""L"" sound",Hartford ,Ct,USA,06119,
6/17/2011 16:45:43,"both: rhymes with oath and there is no ""L"" sound","Washington, D.C.",Virginia,USA,34601,
6/18/2011 9:09:37,"both: rhymes with oath and there is no ""L"" sound",Newcastle upon Tyne,North East,England,TD2 6PH,The post code is in Scotland - moved there 30 years ago
6/19/2011 19:08:43,"both: rhymes with oath and there is no ""L"" sound","Sunnyvale, CA",California,USA,92805,
